Date,PEP,COKE,SBUX,MNST
1993-06-28,9.317060470581056,14.53073787689209,0.6500945091247559,0.0677083358168602
1993-06-29,9.380441665649414,14.685317993164062,0.6368274092674255,0.0598958320915699
1993-06-30,9.380441665649414,14.839905738830565,0.6500945091247559,0.0598958320915699
1993-07-01,9.285370826721193,17.158636093139652,0.6567280888557434,0.0598958320915699
1993-07-02,9.190292358398438,16.38572883605957,0.6832626461982727,0.0598958320915699
1993-07-03,9.166525602340698,16.347082138061523,0.6898962557315826,0.0598958320915699
1993-07-04,9.142758846282959,16.308435440063477,0.6965298652648926,0.0598958320915699
1993-07-05,9.11899209022522,16.269788742065433,0.7031634747982025,0.0598958320915699
1993-07-06,9.09522533416748,16.231142044067386,0.7097970843315125,0.0598958320915699
1993-07-07,9.15860652923584,16.231142044067386,0.7031636238098145,0.0572916679084301
1993-07-08,9.063532829284668,16.463029861450195,0.7081387639045715,0.0572916679084301
1993-07-09,9.000153541564941,16.540311813354492,0.6865793466567993,0.0572916679084301
1993-07-10,9.000153541564941,16.978295644124348,0.6766289273897806,0.0572916679084301
1993-07-11,9.000153541564941,17.416279474894207,0.6666785081227621,0.0572916679084301
1993-07-12,9.000153541564941,17.854263305664062,0.6567280888557434,0.0572916679084301
1993-07-13,8.841699600219727,18.39530372619629,0.6401441097259521,0.0598958320915699
1993-07-14,8.905080795288086,17.931547164916992,0.6600449681282043,0.0598958320915699
1993-07-15,9.09522533416748,17.622386932373047,0.6633617877960205,0.0546875
1993-07-16,9.031842231750488,17.545089721679688,0.6633617877960205,0.0677083358168602
1993-07-17,9.021279335021973,17.46779950459798,0.6589393615722656,0.0659722238779068
1993-07-18,9.010716438293457,17.390509287516277,0.6545169353485107,0.0642361119389534
1993-07-19,9.000153541564941,17.31321907043457,0.6500945091247559,0.0625
1993-07-20,9.221994400024414,17.004056930541992,0.6567280888557434,0.0625
1993-07-21,9.443819999694824,16.38572883605957,0.6666786074638367,0.0625
1993-07-22,9.602275848388672,16.849472045898438,0.6401441097259521,0.0625
1993-07-23,9.57058048248291,17.158636093139652,0.6467779278755188,0.0651041641831398
1993-07-24,9.549455642700195,17.31321970621745,0.6423553824424744,0.06336805348594983
1993-07-25,9.52833080291748,17.46780331929525,0.6379328370094299,0.061631942788759865
1993-07-26,9.507205963134766,17.622386932373047,0.6335102915763855,0.0598958320915699
1993-07-27,9.380441665649414,17.545089721679688,0.6500945091247559,0.0651041641831398
1993-07-28,9.412131309509276,17.545089721679688,0.6368274092674255,0.0611979179084301
1993-07-29,9.47551441192627,17.31321907043457,0.6401441097259521,0.0611979179084301
1993-07-30,9.47551441192627,17.31321907043457,0.6301935911178589,0.0598958320915699
1993-07-31,9.486078262329102,17.416275024414062,0.6219015916188558,0.059027777363856636
1993-08-01,9.496642112731934,17.519330978393555,0.6136095921198527,0.058159722636143364
1993-08-02,9.507205963134766,17.622386932373047,0.6053175926208496,0.0572916679084301
1993-08-03,9.443819999694824,18.39530372619629,0.6003424525260925,0.0572916679084301
1993-08-04,9.317060470581056,18.54986953735352,0.6102927923202515,0.0651041641831398
1993-08-05,9.47551441192627,18.086132049560547,0.6301935911178589,0.0598958320915699
1993-08-06,9.317060470581056,18.54986953735352,0.6335102915763855,0.0716145858168602
1993-08-07,9.348750750223797,18.472583134969078,0.6390383640925089,0.0720486119389534
1993-08-08,9.380441029866535,18.395296732584637,0.6445664366086324,0.0724826380610466
1993-08-09,9.412131309509276,18.318010330200195,0.6500945091247559,0.0729166641831398
1993-08-10,9.412131309509276,18.54986953735352,0.6434609293937683,0.0703125
1993-08-11,9.633965492248537,18.24071502685547,0.6583865880966187,0.0677083358168602
1993-08-12,9.412131309509276,17.622386932373047,0.6401441097259521,0.0729166641831398
1993-08-13,9.47551441192627,17.931547164916992,0.6401441097259521,0.0716145858168602
1993-08-14,9.47551441192627,17.880020141601562,0.6401441097259521,0.0720486119389534
1993-08-15,9.47551441192627,17.828493118286133,0.6401441097259521,0.0724826380610466
1993-08-16,9.47551441192627,17.776966094970703,0.6401441097259521,0.0729166641831398
1993-08-17,9.538897514343262,18.85904884338379,0.6467779278755188,0.0677083358168602
1993-08-18,9.855805397033693,18.85904884338379,0.6235600709915161,0.0651041641831398
1993-08-19,10.172710418701172,18.39530372619629,0.6202433109283447,0.0677083358168602
1993-08-20,9.919178009033203,18.85904884338379,0.6003424525260925,0.0625
1993-08-21,9.929743448893229,18.80091730753581,0.6080816586812338,0.0616319440305233
1993-08-22,9.940308888753254,18.742785771687824,0.6158208648363749,0.0607638880610466
1993-08-23,9.95087432861328,18.684654235839844,0.6235600709915161,0.0598958320915699
1993-08-24,9.982564926147461,18.528949737548828,0.6202433109283447,0.0611979179084301
1993-08-25,9.824108123779297,18.217548370361328,0.6301935911178589,0.0625
1993-08-26,9.760727882385254,18.684654235839844,0.626876950263977,0.0625
1993-08-27,9.95087432861328,18.45108985900879,0.626876950263977,0.0572916679084301
1993-08-28,9.929746627807615,18.3732426961263,0.635721762975057,0.059027778605620064
1993-08-29,9.908618927001951,18.295395533243816,0.6445665756861368,0.060763889302810035
1993-08-30,9.887491226196287,18.217548370361328,0.6534113883972168,0.0625
1993-08-31,9.982564926147461,18.373249053955078,0.6434609293937683,0.0638020858168602
1993-09-01,10.014252662658693,19.15177154541016,0.6699954271316528,0.0651041641831398
1993-09-02,9.887491226196287,18.684654235839844,0.689896285533905,0.0611979179084301
1993-09-03,9.928221702575684,19.15177154541016,0.673312246799469,0.0625
1993-09-04,9.952088117599487,19.03499221801758,0.6666786670684814,0.0625
